,deck,id,image,name,number_of_user_reviews,original_release_date,platforms,characters,concepts,developers,first_appearance_characters,first_appearance_concepts,first_appearance_locations,first_appearance_objects,franchises,genres,killed_characters,locations,publishers,themes
0,Flippin Kaktus is a 2D action platformer starring a spiky-haired cactus.,86203,"{'icon_url': 'https://www.giantbomb.com/a/uploads/square_avatar/0/1992/3373370-0076659712-Dd41u.png', 'medium_url': 'https://www.giantbomb.com/a/uploads/scale_medium/0/1992/3373370-0076659712-Dd41u.png', 'screen_url': 'https://www.giantbomb.com/a/uploads/screen_medium/0/1992/3373370-0076659712-Dd41u.png', 'screen_large_url': 'https://www.giantbomb.com/a/uploads/screen_kubrick/0/1992/3373370-0076659712-Dd41u.png', 'small_url': 'https://www.giantbomb.com/a/uploads/scale_small/0/1992/3373370-0076659712-Dd41u.png', 'super_url': 'https://www.giantbomb.com/a/uploads/scale_large/0/1992/3373370-0076659712-Dd41u.png', 'thumb_url': 'https://www.giantbomb.com/a/uploads/scale_avatar/0/1992/3373370-0076659712-Dd41u.png', 'tiny_url': 'https://www.giantbomb.com/a/uploads/square_mini/0/1992/3373370-0076659712-Dd41u.png', 'original_url': 'https://www.giantbomb.com/a/uploads/original/0/1992/3373370-0076659712-Dd41u.png', 'image_tags': 'All Images'}",Flippin Kaktus,0,2022-05-12,"[{'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-17/', 'id': 17, 'name': 'Mac', 'site_detail_url': 'https://www.giantbomb.com/mac/3045-17/', 'abbreviation': 'MAC'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-94/', 'id': 94, 'name': 'PC', 'site_detail_url': 'https://www.giantbomb.com/pc/3045-94/', 'abbreviation': 'PC'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-145/', 'id': 145, 'name': 'Xbox One', 'site_detail_url': 'https://www.giantbomb.com/xbox-one/3045-145/', 'abbreviation': 'XONE'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-146/', 'id': 146, 'name': 'PlayStation 4', 'site_detail_url': 'https://www.giantbomb.com/playstation-4/3045-146/', 'abbreviation': 'PS4'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-157/', 'id': 157, 'name': 'Nintendo Switch', 'site_detail_url': 'https://www.giantbomb.com/nintendo-switch/3045-157/', 'abbreviation': 'NSW'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-379/', 'id': 379, 'name': 'Jump', 'site_detail_url': 'https://www.giantbomb.com/jump/3015-379/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2911/', 'id': 2911, 'name': 'Indie', 'site_detail_url': 'https://www.giantbomb.com/indie/3015-2911/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/company/3010-23618/', 'id': 23618, 'name': 'rage++', 'site_detail_url': 'https://www.giantbomb.com/rage/3010-23618/'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-379/', 'id': 379, 'name': 'Jump', 'site_detail_url': 'https://www.giantbomb.com/jump/3015-379/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2911/', 'id': 2911, 'name': 'Indie', 'site_detail_url': 'https://www.giantbomb.com/indie/3015-2911/'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/object/3055-1939/', 'id': 1939, 'name': 'Cactus', 'site_detail_url': 'https://www.giantbomb.com/cactus/3055-1939/'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-1/', 'id': 1, 'name': 'Action', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=action&wikiTypeId=3060&wikiId=1&genre=1'}, {'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-41/', 'id': 41, 'name': 'Platformer', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=platformer&wikiTypeId=3060&wikiId=41&genre=41'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/publisher/3010-19611/', 'id': 19611, 'name': 'No Gravity Games', 'site_detail_url': 'https://www.giantbomb.com/no-gravity-games/3010-19611/'}]",
1,HellGunner is a top-down shooter with local co-op and twenty levels full of hordes of monsters and zombies.,86205,"{'icon_url': 'https://www.giantbomb.com/a/uploads/square_avatar/0/1992/3373404-1051963739-LNRPv.png', 'medium_url': 'https://www.giantbomb.com/a/uploads/scale_medium/0/1992/3373404-1051963739-LNRPv.png', 'screen_url': 'https://www.giantbomb.com/a/uploads/screen_medium/0/1992/3373404-1051963739-LNRPv.png', 'screen_large_url': 'https://www.giantbomb.com/a/uploads/screen_kubrick/0/1992/3373404-1051963739-LNRPv.png', 'small_url': 'https://www.giantbomb.com/a/uploads/scale_small/0/1992/3373404-1051963739-LNRPv.png', 'super_url': 'https://www.giantbomb.com/a/uploads/scale_large/0/1992/3373404-1051963739-LNRPv.png', 'thumb_url': 'https://www.giantbomb.com/a/uploads/scale_avatar/0/1992/3373404-1051963739-LNRPv.png', 'tiny_url': 'https://www.giantbomb.com/a/uploads/square_mini/0/1992/3373404-1051963739-LNRPv.png', 'original_url': 'https://www.giantbomb.com/a/uploads/original/0/1992/3373404-1051963739-LNRPv.png', 'image_tags': 'All Images'}",HellGunner,0,2022-05-13,"[{'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-145/', 'id': 145, 'name': 'Xbox One', 'site_detail_url': 'https://www.giantbomb.com/xbox-one/3045-145/', 'abbreviation': 'XONE'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-146/', 'id': 146, 'name': 'PlayStation 4', 'site_detail_url': 'https://www.giantbomb.com/playstation-4/3045-146/', 'abbreviation': 'PS4'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-157/', 'id': 157, 'name': 'Nintendo Switch', 'site_detail_url': 'https://www.giantbomb.com/nintendo-switch/3045-157/', 'abbreviation': 'NSW'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-176/', 'id': 176, 'name': 'PlayStation 5', 'site_detail_url': 'https://www.giantbomb.com/playstation-5/3045-176/', 'abbreviation': 'PS5'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-179/', 'id': 179, 'name': 'Xbox Series X|S', 'site_detail_url': 'https://www.giantbomb.com/xbox-series-xs/3045-179/', 'abbreviation': 'XSX'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-79/', 'id': 79, 'name': 'Zombie', 'site_detail_url': 'https://www.giantbomb.com/zombie/3015-79/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-108/', 'id': 108, 'name': 'Cooperative Play', 'site_detail_url': 'https://www.giantbomb.com/cooperative-play/3015-108/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-788/', 'id': 788, 'name': 'Top-Down Perspective', 'site_detail_url': 'https://www.giantbomb.com/top-down-perspective/3015-788/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-1155/', 'id': 1155, 'name': 'Undead', 'site_detail_url': 'https://www.giantbomb.com/undead/3015-1155/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2911/', 'id': 2911, 'name': 'Indie', 'site_detail_url': 'https://www.giantbomb.com/indie/3015-2911/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/company/3010-23621/', 'id': 23621, 'name': 'Sergio Poverony', 'site_detail_url': 'https://www.giantbomb.com/sergio-poverony/3010-23621/'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-79/', 'id': 79, 'name': 'Zombie', 'site_detail_url': 'https://www.giantbomb.com/zombie/3015-79/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-108/', 'id': 108, 'name': 'Cooperative Play', 'site_detail_url': 'https://www.giantbomb.com/cooperative-play/3015-108/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-788/', 'id': 788, 'name': 'Top-Down Perspective', 'site_detail_url': 'https://www.giantbomb.com/top-down-perspective/3015-788/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-1155/', 'id': 1155, 'name': 'Undead', 'site_detail_url': 'https://www.giantbomb.com/undead/3015-1155/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2911/', 'id': 2911, 'name': 'Indie', 'site_detail_url': 'https://www.giantbomb.com/indie/3015-2911/'}]",,,,"[{'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-11/', 'id': 11, 'name': 'Shooter', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=shooter&wikiTypeId=3060&wikiId=11&genre=11'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/publisher/3010-11917/', 'id': 11917, 'name': 'Ratalaika Games S.L.', 'site_detail_url': 'https://www.giantbomb.com/ratalaika-games-sl/3010-11917/'}]",
2,A tactical fantasy RPG.,86207,"{'icon_url': 'https://www.giantbomb.com/a/uploads/square_avatar/33/338034/3373572-9329469346-libra.jpg', 'medium_url': 'https://www.giantbomb.com/a/uploads/scale_medium/33/338034/3373572-9329469346-libra.jpg', 'screen_url': 'https://www.giantbomb.com/a/uploads/screen_medium/33/338034/3373572-9329469346-libra.jpg', 'screen_large_url': 'https://www.giantbomb.com/a/uploads/screen_kubrick/33/338034/3373572-9329469346-libra.jpg', 'small_url': 'https://www.giantbomb.com/a/uploads/scale_small/33/338034/3373572-9329469346-libra.jpg', 'super_url': 'https://www.giantbomb.com/a/uploads/scale_large/33/338034/3373572-9329469346-libra.jpg', 'thumb_url': 'https://www.giantbomb.com/a/uploads/scale_avatar/33/338034/3373572-9329469346-libra.jpg', 'tiny_url': 'https://www.giantbomb.com/a/uploads/square_mini/33/338034/3373572-9329469346-libra.jpg', 'original_url': 'https://www.giantbomb.com/a/uploads/original/33/338034/3373572-9329469346-libra.jpg', 'image_tags': 'All Images'}",Mercenaries Rebirth: Call of the Wild Lynx,0,2021-10-14,"[{'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-94/', 'id': 94, 'name': 'PC', 'site_detail_url': 'https://www.giantbomb.com/pc/3045-94/', 'abbreviation': 'PC'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-146/', 'id': 146, 'name': 'PlayStation 4', 'site_detail_url': 'https://www.giantbomb.com/playstation-4/3045-146/', 'abbreviation': 'PS4'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-157/', 'id': 157, 'name': 'Nintendo Switch', 'site_detail_url': 'https://www.giantbomb.com/nintendo-switch/3045-157/', 'abbreviation': 'NSW'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-718/', 'id': 718, 'name': 'Steam', 'site_detail_url': 'https://www.giantbomb.com/steam/3015-718/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-3280/', 'id': 3280, 'name': 'Steam Achievements', 'site_detail_url': 'https://www.giantbomb.com/steam-achievements/3015-3280/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-4581/', 'id': 4581, 'name': 'Steam Cloud', 'site_detail_url': 'https://www.giantbomb.com/steam-cloud/3015-4581/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/company/3010-19531/', 'id': 19531, 'name': 'Esquadra', 'site_detail_url': 'https://www.giantbomb.com/esquadra/3010-19531/'}, {'api_detail_url': 'https://www.giantbomb.com/api/company/3010-1620/', 'id': 1620, 'name': 'Rideon Incorporated', 'site_detail_url': 'https://www.giantbomb.com/rideon-incorporated/3010-1620/'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-718/', 'id': 718, 'name': 'Steam', 'site_detail_url': 'https://www.giantbomb.com/steam/3015-718/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-3280/', 'id': 3280, 'name': 'Steam Achievements', 'site_detail_url': 'https://www.giantbomb.com/steam-achievements/3015-3280/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-4581/', 'id': 4581, 'name': 'Steam Cloud', 'site_detail_url': 'https://www.giantbomb.com/steam-cloud/3015-4581/'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/franchise/3025-4104/', 'id': 4104, 'name': 'Mercenaries Saga', 'site_detail_url': 'https://www.giantbomb.com/mercenaries-saga/3025-4104/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-2/', 'id': 2, 'name': 'Strategy', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=strategy&wikiTypeId=3060&wikiId=2&genre=2'}, {'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-4/', 'id': 4, 'name': 'Adventure', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=adventure&wikiTypeId=3060&wikiId=4&genre=4'}, {'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-5/', 'id': 5, 'name': 'Role-Playing', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=role-playing&wikiTypeId=3060&wikiId=5&genre=5'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/publisher/3010-8708/', 'id': 8708, 'name': 'Flyhigh Works', 'site_detail_url': 'https://www.giantbomb.com/flyhigh-works/3010-8708/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/theme/3032-2/', 'id': 2, 'name': 'Fantasy', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=fantasy&wikiTypeId=3032&wikiId=2&theme=2'}]"
3, ,86208,"{'icon_url': 'https://www.giantbomb.com/a/uploads/square_avatar/33/338034/3373578-8208954266-libra.jpg', 'medium_url': 'https://www.giantbomb.com/a/uploads/scale_medium/33/338034/3373578-8208954266-libra.jpg', 'screen_url': 'https://www.giantbomb.com/a/uploads/screen_medium/33/338034/3373578-8208954266-libra.jpg', 'screen_large_url': 'https://www.giantbomb.com/a/uploads/screen_kubrick/33/338034/3373578-8208954266-libra.jpg', 'small_url': 'https://www.giantbomb.com/a/uploads/scale_small/33/338034/3373578-8208954266-libra.jpg', 'super_url': 'https://www.giantbomb.com/a/uploads/scale_large/33/338034/3373578-8208954266-libra.jpg', 'thumb_url': 'https://www.giantbomb.com/a/uploads/scale_avatar/33/338034/3373578-8208954266-libra.jpg', 'tiny_url': 'https://www.giantbomb.com/a/uploads/square_mini/33/338034/3373578-8208954266-libra.jpg', 'original_url': 'https://www.giantbomb.com/a/uploads/original/33/338034/3373578-8208954266-libra.jpg', 'image_tags': 'All Images'}",Mercenaries Blaze: Dawn of the Twin Dragons,0,2020-10-01,"[{'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-94/', 'id': 94, 'name': 'PC', 'site_detail_url': 'https://www.giantbomb.com/pc/3045-94/', 'abbreviation': 'PC'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-146/', 'id': 146, 'name': 'PlayStation 4', 'site_detail_url': 'https://www.giantbomb.com/playstation-4/3045-146/', 'abbreviation': 'PS4'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-157/', 'id': 157, 'name': 'Nintendo Switch', 'site_detail_url': 'https://www.giantbomb.com/nintendo-switch/3045-157/', 'abbreviation': 'NSW'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-718/', 'id': 718, 'name': 'Steam', 'site_detail_url': 'https://www.giantbomb.com/steam/3015-718/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-3280/', 'id': 3280, 'name': 'Steam Achievements', 'site_detail_url': 'https://www.giantbomb.com/steam-achievements/3015-3280/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-4581/', 'id': 4581, 'name': 'Steam Cloud', 'site_detail_url': 'https://www.giantbomb.com/steam-cloud/3015-4581/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-10097/', 'id': 10097, 'name': 'Steam Deck Verified', 'site_detail_url': 'https://www.giantbomb.com/steam-deck-verified/3015-10097/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/company/3010-19531/', 'id': 19531, 'name': 'Esquadra', 'site_detail_url': 'https://www.giantbomb.com/esquadra/3010-19531/'}, {'api_detail_url': 'https://www.giantbomb.com/api/company/3010-1620/', 'id': 1620, 'name': 'Rideon Incorporated', 'site_detail_url': 'https://www.giantbomb.com/rideon-incorporated/3010-1620/'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-718/', 'id': 718, 'name': 'Steam', 'site_detail_url': 'https://www.giantbomb.com/steam/3015-718/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-3280/', 'id': 3280, 'name': 'Steam Achievements', 'site_detail_url': 'https://www.giantbomb.com/steam-achievements/3015-3280/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-4581/', 'id': 4581, 'name': 'Steam Cloud', 'site_detail_url': 'https://www.giantbomb.com/steam-cloud/3015-4581/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-10097/', 'id': 10097, 'name': 'Steam Deck Verified', 'site_detail_url': 'https://www.giantbomb.com/steam-deck-verified/3015-10097/'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/franchise/3025-4104/', 'id': 4104, 'name': 'Mercenaries Saga', 'site_detail_url': 'https://www.giantbomb.com/mercenaries-saga/3025-4104/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-2/', 'id': 2, 'name': 'Strategy', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=strategy&wikiTypeId=3060&wikiId=2&genre=2'}, {'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-5/', 'id': 5, 'name': 'Role-Playing', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=role-playing&wikiTypeId=3060&wikiId=5&genre=5'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/publisher/3010-8708/', 'id': 8708, 'name': 'Flyhigh Works', 'site_detail_url': 'https://www.giantbomb.com/flyhigh-works/3010-8708/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/theme/3032-2/', 'id': 2, 'name': 'Fantasy', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=fantasy&wikiTypeId=3032&wikiId=2&theme=2'}]"
4,A adventure puzzle game where players are sent to a specialist school to train as escapists.,86215,"{'icon_url': 'https://www.giantbomb.com/a/uploads/square_avatar/33/338034/3373881-6748988442-libra.jpg', 'medium_url': 'https://www.giantbomb.com/a/uploads/scale_medium/33/338034/3373881-6748988442-libra.jpg', 'screen_url': 'https://www.giantbomb.com/a/uploads/screen_medium/33/338034/3373881-6748988442-libra.jpg', 'screen_large_url': 'https://www.giantbomb.com/a/uploads/screen_kubrick/33/338034/3373881-6748988442-libra.jpg', 'small_url': 'https://www.giantbomb.com/a/uploads/scale_small/33/338034/3373881-6748988442-libra.jpg', 'super_url': 'https://www.giantbomb.com/a/uploads/scale_large/33/338034/3373881-6748988442-libra.jpg', 'thumb_url': 'https://www.giantbomb.com/a/uploads/scale_avatar/33/338034/3373881-6748988442-libra.jpg', 'tiny_url': 'https://www.giantbomb.com/a/uploads/square_mini/33/338034/3373881-6748988442-libra.jpg', 'original_url': 'https://www.giantbomb.com/a/uploads/original/33/338034/3373881-6748988442-libra.jpg', 'image_tags': 'All Images'}",Escape Academy,0,2022-07-13,"[{'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-94/', 'id': 94, 'name': 'PC', 'site_detail_url': 'https://www.giantbomb.com/pc/3045-94/', 'abbreviation': 'PC'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-145/', 'id': 145, 'name': 'Xbox One', 'site_detail_url': 'https://www.giantbomb.com/xbox-one/3045-145/', 'abbreviation': 'XONE'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-146/', 'id': 146, 'name': 'PlayStation 4', 'site_detail_url': 'https://www.giantbomb.com/playstation-4/3045-146/', 'abbreviation': 'PS4'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-176/', 'id': 176, 'name': 'PlayStation 5', 'site_detail_url': 'https://www.giantbomb.com/playstation-5/3045-176/', 'abbreviation': 'PS5'}, {'api_detail_url': 'https://www.giantbomb.com/api/platform/3045-179/', 'id': 179, 'name': 'Xbox Series X|S', 'site_detail_url': 'https://www.giantbomb.com/xbox-series-xs/3045-179/', 'abbreviation': 'XSX'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-718/', 'id': 718, 'name': 'Steam', 'site_detail_url': 'https://www.giantbomb.com/steam/3015-718/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-3280/', 'id': 3280, 'name': 'Steam Achievements', 'site_detail_url': 'https://www.giantbomb.com/steam-achievements/3015-3280/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-4581/', 'id': 4581, 'name': 'Steam Cloud', 'site_detail_url': 'https://www.giantbomb.com/steam-cloud/3015-4581/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-9235/', 'id': 9235, 'name': 'Xbox Game Pass', 'site_detail_url': 'https://www.giantbomb.com/xbox-game-pass/3015-9235/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-9402/', 'id': 9402, 'name': 'Epic Games Store', 'site_detail_url': 'https://www.giantbomb.com/epic-games-store/3015-9402/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-10097/', 'id': 10097, 'name': 'Steam Deck Verified', 'site_detail_url': 'https://www.giantbomb.com/steam-deck-verified/3015-10097/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-11239/', 'id': 11239, 'name': 'Steam Next Fest 2022', 'site_detail_url': 'https://www.giantbomb.com/steam-next-fest-2022/3015-11239/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-13460/', 'id': 13460, 'name': 'Xbox Cloud Gaming', 'site_detail_url': 'https://www.giantbomb.com/xbox-cloud-gaming/3015-13460/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/company/3010-22255/', 'id': 22255, 'name': 'Coin Crew', 'site_detail_url': 'https://www.giantbomb.com/coin-crew/3010-22255/'}]",,"[{'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-718/', 'id': 718, 'name': 'Steam', 'site_detail_url': 'https://www.giantbomb.com/steam/3015-718/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-2329/', 'id': 2329, 'name': 'Digital Distribution', 'site_detail_url': 'https://www.giantbomb.com/digital-distribution/3015-2329/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-3280/', 'id': 3280, 'name': 'Steam Achievements', 'site_detail_url': 'https://www.giantbomb.com/steam-achievements/3015-3280/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-4581/', 'id': 4581, 'name': 'Steam Cloud', 'site_detail_url': 'https://www.giantbomb.com/steam-cloud/3015-4581/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-9235/', 'id': 9235, 'name': 'Xbox Game Pass', 'site_detail_url': 'https://www.giantbomb.com/xbox-game-pass/3015-9235/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-9402/', 'id': 9402, 'name': 'Epic Games Store', 'site_detail_url': 'https://www.giantbomb.com/epic-games-store/3015-9402/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-10097/', 'id': 10097, 'name': 'Steam Deck Verified', 'site_detail_url': 'https://www.giantbomb.com/steam-deck-verified/3015-10097/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-11239/', 'id': 11239, 'name': 'Steam Next Fest 2022', 'site_detail_url': 'https://www.giantbomb.com/steam-next-fest-2022/3015-11239/'}, {'api_detail_url': 'https://www.giantbomb.com/api/concept/3015-13460/', 'id': 13460, 'name': 'Xbox Cloud Gaming', 'site_detail_url': 'https://www.giantbomb.com/xbox-cloud-gaming/3015-13460/'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/franchise/3025-6080/', 'id': 6080, 'name': 'Escape Academy', 'site_detail_url': 'https://www.giantbomb.com/escape-academy/3025-6080/'}]","[{'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-4/', 'id': 4, 'name': 'Adventure', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=adventure&wikiTypeId=3060&wikiId=4&genre=4'}, {'api_detail_url': 'https://www.giantbomb.com/api/genre/3060-18/', 'id': 18, 'name': 'Puzzle', 'site_detail_url': 'https://www.giantbomb.com/games/?wikiSlug=puzzle&wikiTypeId=3060&wikiId=18&genre=18'}]",,,"[{'api_detail_url': 'https://www.giantbomb.com/api/publisher/3010-14655/', 'id': 14655, 'name': 'iam8bit', 'site_detail_url': 'https://www.giantbomb.com/iam8bit/3010-14655/'}, {'api_detail_url': 'https://www.giantbomb.com/api/publisher/3010-17835/', 'id': 17835, 'name': 'Skybound Games', 'site_detail_url': 'https://www.giantbomb.com/skybound-games/3010-17835/'}]",
